"WISKI_STATION_NO","WISKI_EQUIS_ID","WU_SYS_ID","WID","EQUIS_STATION_ID"
W31027004,,59334066,"07020010-510",S003-443
W31027004,,59334066,"07020010-510",S003-444
W58025002,,59340165,"09020106-505",S003-145
H58026001,S003-151,59340167,"09020106-507",S003-151
W58010002,,59553717,"09020106-594",S003-155
W18051002,S000-921,59331920,"07010204-585",S001-208
H39069001,,59335947,"07040002-509",S000-037
W51011002,S000-481,59339578,"07100001-501",S000-049
E17001001,,74058025,"07010203-729",S000-052
E12039001,S001-926,76152994,"07010106-721",S000-176
W43062002,S016-193,59337915,"07040008-559",S003-399
W43065001,,59337914,"07040008-558",S003-400
W43065003,,59337914,"07040008-558",S003-400
W71073002,,59341414,"09020314-504",S000-116
W44003002,,59338777,"07060001-519",S000-120
H37022001,S000-125,59335399,"07030005-509",S000-125
W51107001,,59339578,"07100001-501",S000-028
H57026001,S002-097,76957219,"09020104-544",S000-011
E83016001,,59342762,"10170204-509",S000-014
W15009002,S005-782,74052651,"07010201-631",S000-150
W07115004,S000-155,74022909,"07010101-754",S000-155
E25075001,S007-314,59333308,"07020004-502",S000-159
H19001001,S001-255,59332383,"07010205-508",S000-164
W62041001,S000-389,59340855,"09020302-515",S000-388
W62041002,S000-955,59340855,"09020302-515",S000-388
E57028001,S000-011,76957219,"09020104-544",S000-390
W31027004,,59334066,"07020010-510",S000-403
W39088001,,59335953,"07040002-515",S000-506
W10067002,S000-414,59330693,"07010104-530",S000-415
W10051001,S000-417,59330692,"07010104-529",S000-417
W20056001,S000-025,74058644,"07010206-805",S000-346
W19049004,S001-514,59332385,"07010205-510",S000-350
W19049003,S000-352,59332385,"07010205-510",S000-351
H56028001,,77131737,"09020103-767",S000-475
W60028001,S006-197,59340610,"09020108-504",S000-482
W60028001,S006-197,59340610,"09020108-504",S000-483
W16028001,S000-370,59331339,"07010202-506",S000-371
W16028002,S000-371,59331339,"07010202-506",S000-371
H26037001,S000-385,59333601,"07020005-506",S000-382
H26053001,S005-375,59333657,"07020005-559",S000-500
W16058003,,59331332,"07010202-501",S000-505
H31027003,,59334066,"07020010-510",S000-354
W31027002,S000-354,59334066,"07020010-510",S000-354
W31027002,S000-354,59334066,"07020010-510",S000-355
W22028001,S000-732,59333039,"07020001-508",S000-732
E28012001,S000-145,76595461,"07020007-720",S000-737
H40008002,S000-829,59336233,"07040003-542",S000-830
W40008003,,59336233,"07040003-542",S000-830
E40008001,,59336233,"07040003-542",S000-831
H40008001,,59336233,"07040003-542",S000-831
W40029003,,59336233,"07040003-542",S000-831
W40029004,,59336233,"07040003-542",S000-833
W40008004,S000-829,59336233,"07040003-542",S000-833
W24005002,S004-552,59332887,"07020003-508",S000-866
W76027001,,59341951,"09030005-502",S000-874
W22028001,S000-732,59333039,"07020001-508",S000-879
W22028002,,59333039,"07020001-508",S000-879
H01037001,,76803782,"04010101-D79",S000-862
W01037007,,76803782,"04010101-D79",S000-862
W51011002,S000-481,59339578,"07100001-501",S000-891
E38026001,,59335692,"07040001-507",S000-896
W38027006,,59335692,"07040001-507",S000-896
W37027001,,59335438,"07030005-546",S000-943
W26098001,,59721442,"07020005-714",S000-965
H03174002,,59328275,"04010201-516",S000-629
H03174005,,59328276,"04010201-517",S000-630
W56046001,S008-842,77131737,"09020103-767",S000-744
H03134002,S000-758,59328071,"04010201-548",S000-758
H32079001,S003-448,59334456,"07020011-507",S000-653
W43073001,,59337904,"07040008-548",S000-769
W73053001,S000-967,76964931,"09030002-648",S000-191
E23007001,S000-195,59333095,"07020002-501",S000-195
H09100001,S002-629,59330409,"07010103-512",S003-524
H56082001,,77706558,"09020103-780",S002-169
W05011002,,64387679,"04010301-758",S000-110
W39088001,,59335953,"07040002-515",S003-557
H57008001,,59340124,"09020104-520",S001-060
H02026001,S003-642,59327473,"04010102-504",S003-670
H33065001,S002-932,76716962,"07020012-825",S003-671
H24059001,S003-089,59332891,"07020003-512",S003-672
H18062001,,59332137,"07010204-506",S003-630
E41064001,,59337322,"07040004-581",S000-330
W39088001,,59335953,"07040002-515",S003-627
W17012003,,59331658,"07010203-515",S003-602
W17012004,,59331658,"07010203-515",S003-602
H40017001,S000-451,59336245,"07040003-554",S000-774
H40017002,S007-114,59336245,"07040003-554",S000-774
W25049001,,77440831,"07020004-786",S000-669
H33075001,S001-891,76721172,"07020012-834",S000-676
W55060003,S000-679,59340013,"09020102-503",S000-679
H41015001,S004-382,68390325,"07040004-973",S000-810
H66029001,S001-020,59340791,"09020305-527",S000-710
H66016001,,59340791,"09020305-527",S000-713
H66029002,,59340791,"09020305-527",S000-713
W41063003,S007-955,59337248,"07040004-507",S000-814
W41063001,,59337248,"07040004-507",S000-814
W41044001,,59337242,"07040004-501",S000-817
W68053001,S002-989,72730666,"09020309-540",S000-699
H61006002,S003-136,78004493,"09020301-561",S000-704
W61006001,S000-707,78004493,"09020301-561",S000-705
H10060001,S001-993,59330660,"07010104-502",S001-058
H10065001,,59330660,"07010104-502",S001-058
H27003001,,77299600,"07020006-569",S001-615
W35039005,S005-589,59335134,"07030003-543",S001-647
H36072006,S004-397,59334962,"07030004-547",S001-649
E43050001,,59337883,"07040008-528",S003-577
W43054002,S004-842,59337883,"07040008-528",S003-577
W40034001,,59336244,"07040003-553",S000-453
E33118003,,76720158,"07020012-828",S000-319
W40024004,,59336201,"07040003-512",S000-322
H40021001,,61898302,"07040003-F16",S000-324
W40023001,,61898302,"07040003-F16",S000-324
H40021001,,61898302,"07040003-F16",S000-327
W40023001,,61898302,"07040003-F16",S000-329
W40023002,,61898302,"07040003-F16",S000-329
H41049001,S003-802,59337248,"07040004-507",S000-332
W41063001,,59337248,"07040004-507",S000-333
H19043001,S000-582,68226607,"07010205-638",S000-463
H19038002,S000-579,68226607,"07010205-638",S000-463
H19043001,S000-582,68226607,"07010205-638",S000-466
W39044002,S000-449,59335941,"07040002-503",S000-468
E57028001,S000-011,76957219,"09020104-544",S000-219
W48032002,S008-358,59339035,"07080201-501",S000-223
E22010001,,76595422,"07020001-552",S000-234
E22010002,,76595422,"07020001-552",S000-234
W01053001,,59326707,"04010101-590",S000-253
W02026003,,59327473,"04010102-504",S000-257
E40016001,,59336228,"07040003-537",S000-267
E41063002,,59337248,"07040004-507",S000-268
W41063001,,59337248,"07040004-507",S000-268
W14059003,,59331045,"07010108-505",S000-283
W67025001,S002-984,59341230,"09020306-507",S002-983
H67014002,S002-083,59341230,"09020306-507",S002-983
W71033002,,59341413,"09020314-503",S003-093
E71057001,,59341414,"09020314-504",S003-095
E54034001,S003-107,59339949,"09020101-503",S003-108
H20114002,S003-742,59332224,"07010206-539",S000-078
W20064002,,59332215,"07010206-530",S000-082
W48017001,,59339051,"07080201-517",S000-085
H67014002,S002-083,59341230,"09020306-507",S002-984
W68018001,,72730665,"09020309-539",S002-988
E68017001,S000-700,72730666,"09020309-540",S002-989
H69051001,S005-788,77120997,"09020311-562",S002-990
W70049001,S002-998,59341065,"09020312-506",S002-998
W63074002,,59340664,"09020303-515",S002-972
W63057002,,59340967,"09020303-506",S002-973
H24039001,S004-555,59332894,"07020003-515",S003-701
W24039002,S003-674,59332894,"07020003-515",S003-701
W24040001,S004-556,59332894,"07020003-515",S003-701
W24034001,S003-675,59332880,"07020003-501",S003-676
W24037001,S003-676,59332880,"07020003-501",S003-676
E16036002,,77447671,"07010202-743",S003-523
W36009002,S003-527,59334967,"07030004-552",S003-527
H18032001,S003-492,59331924,"07010204-589",S003-492
H12033002,S003-501,59330859,"07010106-554",S003-501
W03189005,,59328150,"04010201-627",S003-504
W03189008,,59328150,"04010201-627",S003-504
W03189026,,59328150,"04010201-627",S003-504
H26087007,,59333677,"07020005-579",S003-507
E66057002,S009-392,59340782,"09020305-518",S003-497
W18051002,S000-921,59331920,"07010204-585",S000-294
W09100002,S003-306,59330409,"07010103-512",S003-489
H37022001,S000-125,59335399,"07030005-509",S003-477
E19043001,,68226607,"07010205-638",S000-527
H39103003,S004-447,59335981,"07040002-542",S000-547
H56105001,S002-000,59339756,"09020103-502",S000-555
E69001002,S007-127,76958391,"09020311-561",S000-558
E61046001,S002-113,76957467,"09020301-544",S000-562
E57006001,,76957210,"09020104-543",S000-567
H03111001,S013-853,59328269,"04010201-511",S000-568
E10082002,,74051199,"07010104-656",S000-570
W19027002,,68420605,"07010205-659",S000-575
H19024001,S002-015,68420604,"07010205-658",S000-578
W40023002,,61898302,"07040003-F16",S001-826
E40019001,,61899316,"07040003-F19",S001-831
W40018001,,61899316,"07040003-F19",S001-831
H40017001,S000-451,59336245,"07040003-554",S001-833
H24018001,,59332884,"07020003-505",S001-838
E03174001,S005-089,59328274,"04010201-515",S001-304
W41085001,S001-482,68411373,"07040004-976",S001-482
W41015002,S006-065,68390325,"07040004-973",S001-493
W18062003,,59332137,"07010204-506",S001-503
W18021003,,59332132,"07010204-502",S001-511
W19049004,S001-514,59332385,"07010205-510",S001-515
H39021001,,59335942,"07040002-504",S001-337
E20095001,,77058283,"07010206-811",S001-339
E40008001,,59336233,"07040003-542",S001-528
W40029003,,59336233,"07040003-542",S001-528
H40009001,S001-532,59336224,"07040003-533",S001-532
W83016003,S000-014,59342762,"10170204-509",S001-359
W46022001,S008-677,76960584,"07060002-548",S001-414
W13042001,,59331268,"07010107-503",S001-593
W13050002,S004-038,59331268,"07010107-503",S001-593
H20114002,S003-742,59332224,"07010206-539",S001-375
W48032002,S008-358,59339035,"07080201-501",S001-381
W38004002,S004-004,59335704,"07040001-518",S001-382
W38004004,,59335704,"07040001-518",S001-382
H38006001,S004-453,60171522,"07040001-708",S001-385
H16030001,S001-501,77447669,"07010202-741",S001-391
W41070001,S001-982,68411375,"07040004-978",S001-982
H51021001,S001-363,59339612,"07100001-533",S001-988
E40029001,,59336233,"07040003-542",S001-990
W40029004,,59336233,"07040003-542",S001-990
H10065001,,59330660,"07010104-502",S001-993
H25024001,S002-148,59333375,"07020004-568",S002-148
E25047002,,77438738,"07020004-769",S002-156
H56008001,S002-159,59339800,"09020103-546",S002-159
H10065002,S001-996,59330660,"07010104-502",S001-997
W56105001,S002-000,59339756,"09020103-502",S002-000
E54017001,S002-002,59339948,"09020101-502",S002-002
H54017001,S002-002,59339948,"09020101-502",S002-002
H51055001,S002-007,59339614,"07100001-535",S002-007
W51017002,,59339604,"07100001-527",S002-009
E18087001,,59332132,"07010204-502",S002-047
W24042002,,59332900,"07020003-521",S002-060
W24040001,S004-556,59332894,"07020003-515",S002-063
W24040002,S003-701,59332894,"07020003-515",S002-063
L32005701,,59339604,"07100001-527",S001-870
H65041001,S002-078,77280701,"09020304-568",S002-078
H66029001,S001-020,59340791,"09020305-527",S002-082
H66016001,,59340791,"09020305-527",S002-082
H65017001,S002-088,59340703,"09020304-501",S002-088
E33091001,S000-676,76721172,"07020012-834",S001-891
H82038002,,59343078,"10170203-514",S001-904
E66021001,,76801414,"09020305-653",S001-909
E71022001,,59341411,"09020314-501",S002-107
E66041002,S002-124,76797827,"09020305-648",S002-124
H29048002,,77297667,"07020008-603",S001-913
W39088001,,59335953,"07040002-515",S001-933
W39070001,,59335960,"07040002-521",S001-935
W39016003,,59335965,"07040002-526",S001-939
W03001006,S007-978,59328271,"04010201-512",S003-071
W24005002,S004-552,59332887,"07020003-508",S003-074
W24053003,S004-550,59332885,"07020003-506",S003-079
W24018003,S004-553,59332884,"07020003-505",S003-084
E24023001,S003-087,59332880,"07020003-501",S003-087
W24037001,S003-676,59332880,"07020003-501",S003-087
H32062001,S004-101,59334484,"07020011-534",S002-547
W33103002,S005-360,59334641,"07020012-514",S002-505
W40037002,S010-014,59336243,"07040003-552",S002-545
H25151002,S002-320,77438650,"07020004-765",S002-343
W25141002,,77438650,"07020004-765",S002-344
E25151001,,77438650,"07020004-765",S002-337
W25141002,,77438650,"07020004-765",S002-330
W25141003,S008-272,77438650,"07020004-765",S002-328
W25009001,S002-141,59333314,"07020004-508",S000-601
H18088001,S001-256,59332133,"07010204-503",S000-615
H03149002,S007-022,59328075,"04010201-552",S000-617
W19043002,S007-617,68226607,"07010205-638",S000-289
H15045002,,59331492,"07010201-521",S000-422
W38004006,,59335704,"07040001-518",S000-429
W17047001,,77280914,"07010203-736",S003-003
H17024001,,59331650,"07010203-507",S003-008
E20041001,S000-025,74058644,"07010206-805",S003-019
E20065001,,74058644,"07010206-805",S003-019
H30051001,S003-025,59334240,"07020009-502",S003-022
H30051001,S003-025,59334240,"07020009-502",S003-025
W18087002,S001-257,59332133,"07010204-503",S001-799
H51065001,S002-008,59339625,"07100001-546",S001-814
W43016002,S004-824,59337876,"07040008-521",S001-820
H18011001,,59331891,"07010204-556",S002-019
W18011002,S001-274,59331891,"07010204-556",S002-019
W18062003,,59332137,"07010204-506",S002-025
H07115003,,74022909,"07010101-754",S002-034
E62021001,S000-064,73623068,"09020303-560",S003-944
L04003500,,73623068,"09020303-560",S003-944
W35022001,S001-674,59335122,"07030003-531",S001-674
W73058002,S006-927,59341838,"09030002-503",S001-676
H39103003,S004-447,59335981,"07040002-542",S001-683
W23007002,,59333095,"07020002-501",S001-695
E19082001,,59332383,"07010205-508",S001-730
E40019001,,61899316,"07040003-F19",S001-769
H40019002,,61899316,"07040003-F19",S001-769
W30057001,S013-707,59334241,"07020009-503",S001-088
E27043002,S003-702,59333856,"07020006-502",S001-201
W27043003,S001-203,59333856,"07020006-502",S001-203
W25141002,,77438650,"07020004-765",S001-217
W61044001,S000-562,76957467,"09020301-544",S001-222
H37052001,,59335417,"07030005-526",S001-223
H37052002,,59335417,"07030005-526",S001-223
W38015003,S003-230,59335689,"07040001-504",S001-226
W38015003,S003-230,59335689,"07040001-504",S001-228
W38015003,S003-230,59335689,"07040001-504",S001-230
E20088003,,77108555,"07010206-814",S001-236
H19001001,S001-255,59332383,"07010205-508",S001-255
H41071001,S004-513,73617335,"07040004-993",S001-021
H10065001,,59330660,"07010104-502",S001-030
H48056001,,59339037,"07080201-503",S001-037
W03001014,S004-973,59328271,"04010201-512",S001-168
H03001012,S008-484,59328271,"04010201-512",S001-170
W03001015,S013-931,59328271,"04010201-512",S001-171
W03001015,S013-931,59328271,"04010201-512",S001-173
W03001007,S007-977,59328271,"04010201-512",S001-173
W03001005,,59328271,"04010201-512",S001-173
W37040002,,59335420,"07030005-529",S001-424
W09058015,S005-420,76964952,"07010103-761",S001-432
H24020001,S003-084,59332884,"07020003-505",S001-441
W24018002,S001-835,59332884,"07020003-505",S001-441
W56082008,S002-171,77131757,"09020103-772",S002-171
E56081002,,59339813,"09020103-559",S002-177
H26088001,S005-364,59333610,"07020005-514",S002-196
H26078001,S002-204,77281228,"07020005-726",S002-204
H26060001,S002-209,59333608,"07020005-512",S002-209
H26042004,S002-207,59333520,"07020005-917",S002-216
W25042001,,77440443,"07020004-771",S002-238
W38018001,S002-449,59335720,"07040001-534",S002-449
H24059001,S003-089,59332891,"07020003-512",S002-458
H39103001,S002-465,59335981,"07040002-542",S002-465
W15016001,S004-238,59331496,"07010201-525",S002-467
W32050001,,77120834,"07020011-652",S002-473
W39001001,,59335939,"07040002-501",S002-475
H03143001,,59328713,"04010201-946",S002-593
W07111001,S002-620,59329587,"07010101-546",S002-620
W07111002,,59329587,"07010101-546",S002-620
H09087001,,74051001,"07010103-708",S002-637
W22050001,S013-136,76960465,"07020001-571",S002-881
H03149001,S005-752,59328075,"04010201-552",S002-599
H03149002,S007-022,59328075,"04010201-552",S002-599
H03155005,,59328075,"04010201-552",S002-596
W03157001,S007-663,59328102,"04010201-579",S002-594
W05013011,,78023353,"04010301-771",S002-601
W33065002,,76716962,"07020012-825",S002-932
E16038001,,59331340,"07010202-507",S002-651
H14042001,S000-283,59331045,"07010108-505",S002-899
H14059001,,59331045,"07010108-505",S002-899
H14036001,S002-903,59331051,"07010108-511",S002-903
W14042002,S007-434,59331045,"07010108-505",S002-906
W14051004,,59331045,"07010108-505",S002-906
H10018001,S002-951,77131808,"07010104-693",S002-951
W72047003,S007-766,76802763,"09030001-987",S002-765
W72047004,,76802763,"09030001-987",S002-765
W72047007,,76802762,"09030001-986",S002-766
E72032001,,59341284,"09030001-605",S002-813
W72032001,,59341284,"09030001-605",S002-813
W77023001,,59342204,"09030006-504",S002-858
H84008001,S002-863,59342837,"10230003-501",S002-862
W21052001,S003-176,72634927,"07010207-680",S003-176
H17010006,,59331708,"07010203-565",S002-674
W17012003,,59331658,"07010203-515",S002-670
H18027001,S002-718,59331888,"07010204-553",S002-718
W21097002,,59332544,"07010207-521",S003-207
H21101001,,63412450,"07010207-666",S003-189
E66035003,S003-174,76797826,"09020305-647",S003-174
W21097002,,59332544,"07010207-521",S003-203
W15017003,S016-002,59331503,"07010201-532",S004-273
E63050001,S002-132,59340678,"09020303-529",S002-132
H15031001,S004-061,77132156,"07010201-653",S004-341
W15029007,S005-384,77132156,"07010201-653",S004-341
W15029009,S004-341,77132156,"07010201-653",S004-341
W15029010,S005-031,77132156,"07010201-653",S004-341
H36022001,S006-130,59334964,"07030004-549",S004-352
H26009004,,59333417,"07020005-628",S001-858
W02032004,,59327660,"04010102-698",S001-754
H37041002,,59335431,"07030005-539",S000-130
H39027001,S004-449,59335999,"07040002-560",S004-449
H39091001,S003-487,59335981,"07040002-542",S004-447
W39091002,,59335981,"07040002-542",S004-447
H39091001,S003-487,59335981,"07040002-542",S004-448
H39103002,S004-448,59335981,"07040002-542",S004-448
H38006002,S004-859,60171522,"07040001-708",S004-453
W24059003,S001-115,59332892,"07020003-513",S004-554
E24053001,,59332885,"07020003-506",S004-551
E03119002,,59328294,"04010201-534",S004-601
